supplier_name,total_spend,tender_count,agencies_count,on_time_delivery_pct,quality_rating,cost_competitiveness_score
AI ANALYTICAL PTE. LTD.,269539.0,1,1,79.95,3.4,79.15
AI4R,325965.0,1,1,78.29,3.89,88.09
AIA SINGAPORE PRIVATE LIMITED,11996788.32,5,4,97.26,4.67,89.03
AIBI INTERNATIONAL PTE. LTD.,536051.2,1,1,94.33,3.92,77.68
AIG ASIA PACIFIC INSURANCE PTE. LTD.,2749028.35,10,7,92.99,4.38,80.91
AIG EDENSPIEKERMANN LIMITED,796960.0,1,1,93.03,4.02,81.29
AIG MALAYSIA INSURANCE BERHAD,87255.94,1,1,87.9,4.25,55.28
AIK LEONG PLUMBING CONSTRUCTION PTE LTD,202951441.0,9,2,80.82,3.96,62.11
AIK MOH PAINTS & CHEMICALS PTE LTD,202207.5,5,3,88.61,4.5,71.95
AIK MOH PAINTS & CHEMICALS PTE. LTD.,202971.56,1,1,82.58,3.17,72.38
AIK SAN CONSTRUCTION PTE LTD,1879000.0,1,1,95.8,3.88,66.01
AIK SUN DEMOLITION & ENGINEERING PTE LTD,7471750.0,9,5,86.82,4.28,85.5
AIKGUAN MARKETING,228171.56,1,1,81.4,4.42,78.02
AIKLY PAINTS AND CHEMICAL PTE LTD,221891.0,3,1,85.43,5.0,75.85
AIM FIRE SYSTEMS & ENGINEERING PTE. LTD.,764800.0,2,2,91.3,3.87,65.44
AIMFLOW PTE. LTD.,260640.0,1,1,83.49,4.99,77.55
AIMS PRODUCTIONS LLP,252990.0,2,1,81.42,3.7,51.73
AION SCIENTIFIC PTE. LTD.,17308.0,2,1,89.95,4.9,76.37
AIR & AIR SERVICES PTE LTD,1135776.0,3,1,89.96,4.59,78.63
AIR LIQUIDE SINGAPORE PRIVATE LIMITED,21300460.21,24,6,83.94,3.55,80.42
AIR PRODUCTS MALAYSIA SDN. BHD.,22668.47,1,1,84.23,4.28,62.36
AIR PRODUCTS SINGAPORE INDUSTRIAL GASES PTE. LTD.,777944.0,3,2,89.86,4.07,80.25
AIR TRANSPORT TRAINING COLLEGE PTE LTD,104000.0,1,1,76.42,4.48,67.59
AIRBORNE SUPPORT GROUP LLC,257779.55,1,1,76.74,3.97,69.88
AIRBUS ASIA TRAINING CENTRE PTE. LTD.,104800.0,1,1,82.25,3.92,85.18
AIRCON SERVICE CO LTD,196125.0,1,1,86.29,4.92,98.14
AIRELATED SERVICES PTE. LTD.,1936666.0,2,2,90.49,4.04,78.51
AIRFRESH BUILDING SERVICES PTE. LTD.,1230328.0,4,4,99.8,4.6,69.83
AIRMAZE CORPORATION PTE. LTD.,86710.9,1,1,94.86,3.96,79.89
AIRPORT EQUIPMENT SERVICES PTE LTD,150300.0,1,1,86.72,5.0,87.39
AIRVERCLEAN PTE LTD,99569.0,1,1,87.85,3.69,84.21
AIRWAVE PTE LTD,546159.0,2,1,79.98,3.73,100.0
AITBIOTECH PTE. LTD.,888361.52,12,8,87.85,5.0,70.85
AITECH MECHATRONICS (S) PTE. LTD.,270000.0,1,1,85.69,3.83,80.52
AITECH ROBOTICS AND AUTOMATION PTE. LTD.,601603.0,1,1,90.58,5.0,93.49
AJ JETTING PTE. LTD.,273600.0,1,1,81.38,4.64,92.86
"AJA INTERNATIONAL, INC.",521832.66000000003,2,2,92.15,4.01,58.5
AK GLOBAL TECH PTE. LTD.,6104.65,1,1,100.0,3.01,77.97
AKELES CONSULTING PTE. LTD.,2349930.65,8,3,87.13,4.09,92.85
AKK TH3X (S) PTE. LTD.,356341.0,1,1,91.21,4.16,100.0
AKL TECHNOLOGY ENGINEERING & SERVICES,118560.0,2,2,93.52,4.8,85.04
AKROBAT PTE. LTD.,387145.0,1,1,84.79,5.0,74.32
AKT CREATIONS,234820.0,1,1,89.79,3.69,67.91
ALAN PHOTO PTE. LTD.,8797.5,1,1,88.1,4.58,100.0
ALBA GROUP PLC & CO. KG,245268969.8,2,1,88.78,4.56,85.29
ALBERT PANG TRANSPORT,655200.0,2,2,81.82,4.74,69.52
ALC TECHNOLOGIES PTE LTD,904142.0,5,3,88.2,4.4,75.97
ALCATEL-LUCENT SINGAPORE PTE. LTD.,2.0,2,1,91.98,2.93,81.1
ALCO AUTOMATION PTE LTD,14992.0,1,1,99.61,4.01,83.44
ALCOTRAD PTE. LTD.,366350.0,1,1,95.67,3.41,69.0
ALEPH PTE. LTD.,4400.0,1,1,100.0,3.98,71.86
ALEXANDER DENNIS (ASIA PACIFIC) LIMITED,498500.0,1,1,81.86,4.69,61.47
ALFA CONNECTIONS PTE. LTD.,226600.0,1,1,94.98,4.28,88.4
ALFA INTERNATIONAL PTE. LTD,30200.0,2,1,89.47,4.79,74.58
ALFA LAVAL SINGAPORE PTE LTD,436000.0,1,1,100.0,4.31,82.66
ALFA TECH VESTASIA PTE. LTD.,10312546.06,5,4,81.53,3.32,92.22
ALGREAT SALES & SERVICES SDN. BHD.,5539.85,1,1,81.28,2.59,80.2
ALIBABA CLOUD (SINGAPORE) PRIVATE LIMITED,266948.0,1,1,83.2,4.19,76.87
ALICE,250018.0,3,3,71.01,3.97,79.94
ALIGN SMA PTE. LTD.,747446.6799999999,6,5,83.79,3.51,78.63
ALION SCIENCE AND TECHNOLOGY CORPORATION,87248.61,1,1,81.93,3.08,90.46
ALKALOM ECLAT,263500.0,1,1,89.2,3.66,81.11
ALKALOM ECLAT PTE. LTD.,123810.5,2,2,90.73,3.98,72.56
ALKEM COMPANY (SINGAPORE) PRIVATE LIMITED,93877.35,10,6,100.0,4.5,88.48
ALL BIG FROZEN FOOD PTE LTD,1213486.6,7,5,95.6,4.21,90.3
ALL CONSTRUCTION ENGINEERING PTE. LTD.,165000.0,1,1,83.38,5.0,64.62
ALL DEFENCE TECHNOLOGY PTE. LTD.,120123.01,1,1,80.81,3.48,93.33
ALL EIGHTS (SINGAPORE) PRIVATE LIMITED,1114738.0,4,2,91.94,4.63,81.65
ALL ELITE SECURITY PTE. LTD.,792000.0,1,1,77.44,4.13,80.83
ALL LINK(21) ENGINEERING PTE LTD,6250000.0,1,1,100.0,4.52,88.07
"ALL REAL TECHNOLOGY CO., LTD",406619.2,1,1,97.44,3.84,72.33
ALL SAINTS HOME,1.0,1,1,84.25,4.74,87.54
ALL-BEST PHOTOCOPY & PRINTING,136669.03,3,2,74.29,4.28,74.23
ALLAN DEFENCE TECHNOLOGIES PTE. LTD.,391905.12,5,1,98.83,3.69,63.25
ALLEGRO-BRIO,59721.100000000006,3,1,87.08,4.09,68.02
ALLEN & GLEDHILL LLP,2516647.8899999997,40,20,97.9,3.96,83.67
ALLEN & OVERY LLP,4204.0,1,1,75.24,4.39,68.55
ALLIANCE CONSULTING ENGINEERS PTE. LTD.,54164712.0,11,3,83.2,3.39,94.1
ALLIANCE HEALTHCARE GROUP LIMITED,166.0,1,1,88.04,4.08,89.89
ALLIANCEBERNSTEIN (SINGAPORE) LTD.,1.0,1,1,88.38,4.34,91.33
ALLIANCZ INTERNATIONAL PTE. LTD.,2450150.0,1,1,84.4,4.12,79.25
ALLIANZ GLOBAL CORPORATE & SPECIALTY SE SINGAPORE BRANCH,2.0,2,1,92.98,4.91,80.58
ALLIANZ GLOBAL INVESTORS SINGAPORE LIMITED,1.0,1,1,79.46,4.56,66.06
ALLIED CREATIONS,14250.0,2,1,86.86,4.1,87.96
ALLIED MOVING SERVICES (S) PTE. LTD.,246536.9,3,2,88.96,4.23,81.8
ALLIED TRANSMISSIONS (S.E.A.) PTE LTD,1193300.0,1,1,92.12,4.28,83.67
ALLIED UNIVERSAL SECURITY SERVICE,268404.71,1,1,93.69,4.34,94.88
"ALLIED UNIVERSAL SECURITY, LLC",284246.16,1,1,79.0,3.0,71.94
"ALLIED WORLD ASSURANCE COMPANY, LTD",237632.0,2,1,75.73,3.92,76.74
ALLISON+PARTNERS SINGAPORE PTE. LTD.,169200.0,2,1,98.22,3.21,81.27
ALLMASTER ENTERPRISE,1062989.0,7,4,90.66,4.87,68.65
ALLMASTER PTE. LTD.,80500.0,1,1,82.01,4.06,76.12
ALLPETS & AQUALIFE VETS PTE. LTD.,175170.23,1,1,100.0,3.98,82.93
ALLPETS ASIA PTE. LTD.,71568.0,1,1,88.93,4.64,74.75
ALLROUND ADVANCED TECHNOLOGIES PTE LTD,1737632.0,1,1,97.43,4.35,91.09
ALLTECH SYSTEMS PTE. LTD.,12783936.0,8,3,88.54,3.42,62.89
ALNIFF INDUSTRIES PTE LTD,573150.0,1,1,100.0,4.06,89.23
ALPHA ANALYTICAL (S) PTE LTD,3439183.0,5,3,100.0,3.9,84.61
ALPHA APPRAISERS LLP,0.02,2,1,86.01,3.05,72.31
ALPHA FITNESS PTE. LTD.,161566.0,4,3,95.77,3.69,68.76
ALPHA GUARD SECURITY SERVICES SDN.BHD.,1686060.0,1,1,93.16,3.99,57.2
ALPHA PRODUCTS AND SYSTEMS PTE LTD,3514719.0,4,4,98.95,4.03,70.05
ALPHABETA (SG) PTE. LTD.,238001.0,2,2,80.28,3.21,88.47
ALPHAMED PTE LTD,29350.0,3,1,93.49,4.79,77.44
ALPHINE BUILDERS PTE. LTD.,512901.0,5,2,96.47,4.04,89.63
ALPINE MOTORS PTE LTD,2879014.0,2,1,73.93,4.12,71.8
ALPINE SPRING CATERING PTE. LTD.,1785714.28,1,1,78.53,4.34,85.07
ALPSOFT TECHNOLOGIES PTE. LTD.,799100.0,1,1,71.69,3.63,70.83
ALS Scandinavia AB,258161.4,1,1,85.84,4.37,68.34
ALS TECHNICHEM (SINGAPORE) PTE LTD,4593208.0,6,4,93.74,3.88,76.93
ALS Technichem (Malaysia) Sdn Bhd,18416.42,1,1,100.0,3.56,71.35
ALSALE HOLDINGS PTE. LTD,98660.0,1,1,88.59,4.44,62.57
ALSCO PTE. LTD.,92097.0,1,1,100.0,5.0,76.18
ALSOKNOWNAS PTE. LTD.,3469140.0,9,3,76.96,4.53,79.06
ALSTERN TECHNOLOGIES SINGAPORE PTE. LTD.,3056800.0,2,2,74.37,4.65,90.68
ALTERNATIVE SELECTION PTE LTD,981.56,1,1,87.56,3.79,87.37
ALTERNATIVE SELECTION PTE. LTD.,34482.0,1,1,91.07,3.14,90.2
ALTO CONSTRUCTION AND ENGINEERING SERVICES PTE. LTD.,567922.5,2,2,87.74,4.99,85.2
ALTONA (S) PTE. LTD.,15192.0,1,1,71.46,5.0,81.33
ALTRUS PTE LTD,4350824.0,1,1,87.29,5.0,65.71
ALTUS FACILITIES ENGINEERING PTE. LTD.,4747800.0,2,2,77.56,3.9,79.5
ALTUS STEEL TECH (S) PTE. LTD.,179250.0,1,1,93.36,3.41,83.97
ALVIN SPORTS PTE. LTD.,3.0,2,1,90.93,3.46,92.57
ALWAYS 3REE PTE. LTD.,2076166.0,7,4,80.48,3.09,84.86
ALX PRIVATE LIMITED,236490.0,2,2,83.89,4.04,90.4
ALY ENERGY SINGAPORE PTE. LTD.,89800.0,1,1,79.53,5.0,67.68
AM-LINKS CONTRACTS SERVICES PTE. LTD.,22220.0,1,1,87.5,4.02,74.74
AMADA SINGAPORE (1989) PTE LTD,163300.0,1,1,95.64,4.28,82.29
AMANACLIQ SINGAPORE PTE. LTD.,276770.0,1,1,80.11,4.93,89.61
AMARA ONLINE SOLUTIONS COMPANY LIMITED,151664.18,1,1,92.03,3.86,76.55
AMARA SANCTUARY RESORT SENTOSA,506.0,2,1,83.76,5.0,77.18
AMARA SINGAPORE,1485.0,6,2,81.66,5.0,84.87
AMARANTHINE PHOTOS,1.0,1,1,87.14,4.02,66.74
AMAZING ART SHUTTLE PTE. LTD.,78001.0,2,2,79.72,3.75,94.07
AMAZING EXPLORER PTE. LTD.,358444.36,5,3,83.57,4.52,69.21
AMBER CREATIVE PTE. LTD.,52800.0,1,1,78.42,3.89,58.81
AMBER VETERINARY PRACTICE PTE. LTD.,366427.2,1,1,100.0,3.41,78.1
AMBULANCE MEDICAL SERVICE PTE. LTD.,884158.0,3,2,88.28,4.87,94.98
AMC ASIA (SG) PTE. LTD.,4297465.04,3,3,82.4,4.83,83.86
AMCON INTEGRATION LLP,382618.0,2,2,89.71,4.19,85.51
AMDATEX LAS PINAS SERVICES INC.,6206303.8,2,2,87.1,3.34,78.41
AMDON CONSULTING PTE LTD,301250.0,1,1,86.23,3.36,76.48
AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,736489.0,2,1,92.91,4.16,62.55
"AMERICAN EXPRESS INTERNATIONAL, INC.",1.0,1,1,94.06,3.8,55.41
AMICA LAW LLC,1647565.65,9,6,83.76,3.9,79.96
AMICI EVENTS & CATERING PTE. LTD.,26.0,1,1,83.39,4.71,91.13
AMICO TECHNOLOGY INTERNATIONAL PTE. LTD.,2288709.1,9,5,85.8,4.54,81.44
AMICUS ENGINEERING PTE LTD,1523663.28,6,2,69.58,4.93,84.24
AMICUS ENGINEERING PTE. LTD.,262001.0,3,3,75.88,3.51,93.84
AMITIE INTERNATIONAL PTE. LTD.,1896943.78,1,1,98.93,3.89,81.29
AMKFSC COMMUNITY SERVICES LTD.,20377110.11,5,2,100.0,4.56,76.77
AMNET TECHNOLOGY PTE LTD,414022.0,2,2,86.01,4.37,69.81
AMOBEE GROUP PTE. LTD.,1260030.0,1,1,92.61,5.0,98.22
AMPHASIS DESIGN PTE LTD,1500.0,1,1,90.49,4.35,83.27
AMPHIRO AG,805800.0,1,1,100.0,5.0,68.56
AMPLEXOR HONG KONG LIMITED,1.98,1,1,96.96,4.42,66.29
AMUNDI SINGAPORE LIMITED,3310000.0,1,1,86.98,4.74,90.53
AN ACADEMY PTE. LTD.,270220.0,1,1,80.36,3.91,67.63
ANACLE SYSTEMS LIMITED,27989582.66,14,9,75.15,4.11,96.54
ANALYSYS MASON LIMITED,29403.0,4,1,89.63,4.65,50.44
ANALYSYS MASON PTE. LIMITED,1.0,1,1,81.95,5.0,92.23
ANALYTICAL TECHNOLOGIES PTE LTD,237964.72,2,2,76.62,4.54,82.87
ANAVANTAGE MANAGEMENT CONSULTANCY LLP,174800.0,1,1,82.83,4.05,79.19
ANCELL ENTERPRISE PTE LTD,171675.25,6,4,79.35,4.93,76.25
ANCHOR EVENTS PTE. LTD.,249800.0,1,1,100.0,2.78,96.91
ANCHOR SEARCH GROUP PTE. LTD.,33.0,1,1,95.05,3.25,85.07
ANCHORAGE CONSTRUCTION CO PTE LTD,3395600.0,2,1,87.94,4.51,68.97
ANCON ANDA PTE. LTD.,12016000.0,2,1,99.84,4.11,60.81
ANDAZ SINGAPORE,35769.5,7,3,88.62,4.46,79.77
ANDERCO PTE. LTD.,434176.0,1,1,81.11,4.14,77.99
ANDES APPRAISAL PTE. LTD.,288000.0,1,1,100.0,4.44,62.8
ANDREW SOONG TRAINING AND CONSULTANCY,15001.0,1,1,92.31,3.61,77.45
ANDRITZ SINGAPORE PTE. LTD.,12743670.0,3,1,79.7,4.44,72.26
ANDROID BUILDER PTE. LTD.,379000.0,1,1,86.48,4.7,78.09
ANEXUS PTE. LTD.,6254259.49,7,4,81.0,4.83,85.26
ANG & ONG CONSULTANTS PTE. LTD.,7724960.0,5,3,76.94,5.0,92.93
ANG CHENG GUAN CONSTRUCTION PTE LTD,38855000.0,4,3,95.41,4.25,87.09
ANG KUAH TRADING COMPANY,659423.9,2,1,100.0,4.26,70.79
ANG MUI KENG,2.5,2,1,76.81,3.19,81.69
ANG SENG EGGS SUPPLIER,41507.229999999996,3,2,92.5,3.78,78.63
ANGEL'S RESTAURANT PTE LTD,1709648.27,1,1,82.79,3.98,64.68
ANGLISS SINGAPORE PTE LTD,26316.0,2,2,84.1,4.73,81.98
ANIMAGINE PTE. LTD.,19000.0,1,1,83.26,3.73,96.57
ANITE SINGAPORE PTE. LTD.,40000.0,1,1,81.09,4.58,78.32
ANMANI GENERAL CONSTRUCTION PTE. LTD.,9827810.0,4,4,88.39,4.1,62.06
ANN CONSULTING PTE. LTD.,192001.04,2,2,81.35,3.99,78.3
ANNE LEONG HRD CONSULTING,1838075.0,6,4,90.16,4.25,65.86
ANNESING PTE. LTD.,1529100.0,8,3,87.6,3.87,86.64
ANNIE ANG SAH SAH,88870.0,1,1,86.09,3.84,83.25
ANONYMOUS PRODUCTION,105500.0,1,1,80.74,3.08,76.29
ANRITSU PTE LTD,54728.0,1,1,83.39,3.95,74.69
ANSAC TECHNOLOGY (S) PTE LTD,7396431.0,14,2,94.04,3.81,75.88
ANSELL PROTECTIVE SOLUTIONS SINGAPORE PTE. LTD.,1537200.0,1,1,92.01,3.79,78.08
ANTARA KOH PRIVATE LIMITED,16307756.0,3,2,80.18,4.35,70.28
ANTE OFFICE PTE. LTD.,520899.0,2,2,88.79,4.5,64.12
ANTECHNIC ENGINEERING PTE LTD,3525.6800000000003,3,1,94.01,4.24,89.39
ANTEL PTE. LTD.,8306.0,1,1,74.64,4.7,74.15
ANTHOLOGY PTE. LTD.,3624628.87,8,3,92.35,4.45,79.67
ANTI-DOPING LABORATORY QATAR,337087.5,1,1,82.7,3.92,80.85
ANTICIMEX PEST MANAGEMENT PTE. LTD.,9578036.1,6,4,92.56,3.82,81.22
ANTICS HOLDINGS PTE. LTD.,849242.5,1,1,81.89,4.29,66.26
ANTON PAAR SINGAPORE PTE. LTD.,718311.55,6,5,73.56,4.44,61.24
ANTZWORKZ CONSULTANTS PTE. LTD.,196052.0,5,3,74.98,4.94,72.11
ANWAR HADI BIN RAMLI,157080.0,1,1,88.38,4.81,81.96
AON HEWITT SINGAPORE PTE. LTD.,1307151.0,6,4,90.08,3.78,70.72
AON SINGAPORE PTE. LTD.,25349.0,1,1,80.77,4.04,74.45
AON SOLUTIONS SINGAPORE PTE. LTD.,89201.0,2,2,93.11,4.5,99.27
AP MEDIA PTE. LTD.,365771.0,4,3,74.71,4.74,59.55
APAC VENDINGS PTE. LTD.,0.69,1,1,87.47,4.66,70.45
APAR INNOSYS PTE. LTD.,3745140.0,1,1,78.31,4.06,96.97
APAR TECHNOLOGIES PTE. LTD.,2626291.7,3,3,82.79,3.35,77.55
APBA PTE. LTD.,1737481.6600000001,15,10,88.38,3.5,70.94
APBA TG HUMAN RESOURCE PTE. LTD.,274518.0,3,3,81.12,4.26,89.69
APE WORKS PTE. LTD.,5455761.5,9,6,84.92,4.31,78.55
APEX PROJECTS PTE. LTD.,1968000.0,3,3,96.05,3.44,74.52
APEX SEALING TECHNOLOGIES PTE. LTD.,960064.25,2,1,83.38,4.13,79.92
APEX TENNIS,51200.0,1,1,94.69,4.48,71.42
APEXLINK PTE LTD,2010292.0,2,2,78.96,3.41,67.83
APF CONSTRUCTION PTE. LTD.,2514839.0,5,4,92.24,4.76,76.86
APHESYS NETWORKS PTE. LTD.,541359.4,4,2,99.53,3.87,67.89
APKIM RESOURCES,775620.0,6,3,68.23,4.85,78.11
APLUSI ASIA PTE. LTD.,93538.0,1,1,81.62,3.78,81.54
APP CONTENT & CONCEPTS PTE. LTD.,81800.0,1,1,92.62,3.48,86.53
APP SYSTEMS SERVICES PTE. LTD.,1388753.79,13,7,86.38,3.83,89.28
APPAREL EMPIRE,269476.65,3,3,90.97,4.04,73.94
APPAREL EMPIRE PTE. LTD.,392354.85,5,5,83.17,3.87,82.99
APPLIED ACCOUNTING SOLUTIONS PRIVATE LIMITED,3460.0,1,1,88.69,3.97,82.93
APPLIED MATERIALS SOUTH EAST ASIA PTE. LTD.,4822620.0,2,1,86.75,4.3,81.28
APPLIED QUALITY SYSTEMS PTE. LTD.,49680.0,1,1,97.34,4.0,73.21
APPLIED SATELLITE TECHNOLOGY ASIA PTE. LTD.,1459.26,1,1,90.04,4.06,67.72
APPTITUDE PTE. LTD.,415810.0,2,1,90.7,3.07,83.02
APRO-ASIAN PROTECTION PTE LTD,85746585.84,12,9,84.7,4.34,60.93
APS ASIA PDA ENTERPRISE PTE. LTD.,956120.0,3,3,84.1,4.05,75.32
APT 811 DESIGN & INNOVATION AGENCY PTE. LTD.,55120.0,1,1,84.54,5.0,52.46
APTITUDE MANAGEMENT CONSULTING PTE. LTD.,167580.0,2,2,91.16,3.54,64.64
AQUA-TERRA OILFIELD EQUIPMENT & SERVICES PTE. LTD.,2571935.0,3,2,84.63,3.02,69.23
AQUAFORCE PRIVATE LIMITED,1129194.25,5,3,90.32,4.47,88.97
AQUAPRO SOLUTIONS PTE. LTD.,118000.0,1,1,100.0,4.31,84.88
"AQUARECYCLE, LLC",236448.0,1,1,94.97,3.49,72.46
AR VISUAL PTE. LTD.,11189164.120000001,2,1,85.39,3.18,85.29
AR43 ARCHITECTS PTE. LTD.,756006.55,2,2,97.61,5.0,86.88
ARACHEM (M) SDN. BHD.,77100.05,3,1,84.74,4.95,76.39
ARADHANA KUMARI,28800.0,1,1,71.7,2.61,64.16
ARAS DEVELOPMENT PTE. LTD.,236000.0,1,1,79.94,3.83,75.92
ARBORCULTURE PTE. LTD.,176400.0,1,1,73.03,5.0,77.02
ARBSOLUTIONS ASIA PTE. LTD.,695700.0,2,2,85.19,3.81,65.68
ARBURG PTE LTD,820746.9,2,1,88.15,3.81,81.67
ARC SCIENCES PTE. LTD.,1059978.4,3,2,100.0,3.93,80.8
ARC SPORTS PTE. LTD.,36000.0,1,1,90.62,3.43,82.45
ARCADIS PROJECT MANAGEMENT PTE. LTD.,560004.2,2,2,86.25,3.08,80.79
ARCADIS PTE. LTD.,26563445.0,2,2,94.64,4.73,85.3
ARCADIS SINGAPORE PTE. LTD.,4589065.02,16,10,70.31,2.99,76.21
ARCH HERITAGE COLLECTION PTE. LTD.,271.5,1,1,89.88,4.25,80.02
ARCH SOFTWARE INTELLIGENCE PTE. LTD.,1.0,1,1,94.17,4.63,74.02
ARCH'LAB PTE. LTD.,1691452.0,2,2,76.17,3.23,72.16
ARCHER MARKETING & DEVELOPMENT (S) PTE LTD,30080.0,1,1,97.15,3.55,91.38
ARCHER RECRUITMENT PTE. LTD.,2.0,2,1,90.71,4.83,57.56
ARCHI-THEME PARTNERSHIP,4090.0,1,1,84.68,4.42,86.77
ARCHIPELAGO VENTURE PARTNERS PRIVATE LIMITED,288400.0,1,1,93.06,3.73,71.79
ARCHIPRACTICE,4090.0,1,1,100.0,4.82,70.5
ARCHITECTS 61 PRIVATE LIMITED,50973644.71,7,5,89.45,4.82,80.62
ARCHITECTS PROJECT GROUP LLP,708107.12,4,4,89.99,4.26,63.1
ARCHITECTS SG LLP,882920.0,2,2,84.33,3.56,69.84
ARCHITECTS TEAM 3 PTE. LTD.,648000.0,3,2,81.2,3.85,69.51
ARCHITECTS VISTA PTE LTD,568507.96,3,1,94.64,4.27,75.79
ARCHITECTSOFLIFE LTD.,457700.0,2,1,81.15,3.99,69.96
ARCHIVISION ARCHITECTS,14520.0,3,1,88.57,4.66,94.01
ARCTIC SHORES APAC PTE. LIMITED,48200.0,1,1,84.18,3.18,95.97
ARCTIC V SECURITY PTE. LTD.,234720.0,2,2,91.83,3.2,57.78
ARDENT BUSINESS ADVISORY PTE. LTD.,2382673.4,17,12,90.67,4.21,83.44
ARDENT MARITIME SINGAPORE PTE. LTD.,38232.0,2,1,96.3,3.81,86.59
AREA CONSULTANTS,1.01,2,2,83.92,3.72,83.43
AREINA CREATIVES PTE. LTD.,577340.5,3,1,85.84,3.04,71.42
ARETESE PTE. LTD.,306380.0,2,2,80.17,4.11,75.56
ARETHOS PTE. LTD.,742065.0,4,4,84.45,4.07,70.52
ARGENTRA SOLUTIONS PTE. LTD.,248000.0,1,1,91.02,4.49,73.8
ARGUS MEDIA SINGAPORE GROUP PTE. LTD.,267975.03,1,1,94.06,4.14,65.9
ARGYLL SCOTT INTERIM PTE. LTD.,1.0,1,1,80.62,4.02,76.85
ARGYLL SCOTT SINGAPORE PTE. LTD.,1.0,1,1,94.96,4.81,62.97
ARINA INTERNATIONAL HOLDING PTE. LTD.,457650.0,1,1,98.85,3.31,76.0
ARIS INTEGRATED MEDICAL PTE. LTD.,763328.0,2,1,91.31,4.42,65.51
ARISE SERVICES PTE. LTD.,4186.7,1,1,100.0,3.1,80.07
ARISTOU PTE. LTD.,2668868.0,2,1,81.81,3.6,71.21
ARJO SOUTH EAST ASIA PTE. LTD.,12500.0,1,1,78.04,3.37,80.91
ARK SEMICONDUCTOR SERVICES PTE. LTD.,301964.4,1,1,73.77,4.57,88.82
ARMOUR PUBLISHING PTE LTD,394800.0,1,1,99.97,4.06,93.89
ARMSTRONG TALENT DEVELOPMENT,262500.0,2,1,93.23,4.09,52.72
ARNOLD & PORTER (UK) LLP,2.0,2,1,87.56,3.44,69.66
AROMA CHEMICAL PRIVATE LIMITED,1788292.0,2,1,90.24,3.92,74.97
AROX SINGAPORE PTE LTD,75900.0,1,1,79.0,3.64,82.6
ARPELS MARKETING PTE. LTD.,1922.4,1,1,100.0,4.33,61.5
ARQON PTE. LTD.,279680.0,2,1,89.03,3.51,68.18
ARROWCREST TECHNOLOGIES PTE LTD,4706727.0,13,8,88.88,4.9,79.3
ARROWDYNAMIC LABORATORIES PTE. LTD.,2.0,1,1,93.81,3.09,78.85
ART GLASS SOLUTIONS PTE. LTD.,193380.0,1,1,91.85,3.62,81.78
ART IN BLOOM FLORIST & GIFTS,85257.0,2,2,89.79,5.0,82.44
ART LOFT LLP,117643.65,4,1,81.68,3.84,81.39
ART LOGICA,2007400.0,6,3,91.77,3.31,79.94
ART SOCIAL PTE. LTD.,3200.0,1,1,100.0,4.23,78.56
ART VESSELS,90420.0,1,1,98.76,3.81,84.65
ARTBEATZ PTE. LTD.,3200.0,1,1,100.0,3.6,55.61
ARTCOM,970570.26,5,1,83.91,3.44,93.44
ARTCRAFTS MARKETING & SERVICES,12614.0,1,1,80.08,5.0,55.96
ARTEX FURNISHINGS PRIVATE LIMITED,105427.0,1,1,86.99,3.95,67.21
ARTHUR D. LITTLE ASIA PTE. LTD.,249800.0,1,1,88.45,2.94,75.73
ARTHUR J. GALLAGHER (SINGAPORE) PTE. LTD.,16300.0,1,1,96.75,5.0,84.73
ARTILIGENT PTE. LTD.,98945.05,2,1,74.46,4.47,48.05
ARTIST.STUDIO-D,3200.0,1,1,100.0,3.64,77.72
ARTISTIC EXPRESSIONS PRIVATE LIMITED,276400.0,4,1,86.74,3.54,85.92
ARTISTS ACADEMY (SINGAPORE) PTE. LTD.,2.0,2,1,84.58,4.5,87.95
ARTIZEN PTE. LTD.,1045880.0,2,2,79.9,3.95,71.03
ARTS HOUSE LTD.,18800.0,1,1,74.76,2.94,74.99
ARTS WAVE,103230.0,1,1,94.59,5.0,71.84
ARTSMAN ADVERTISING,6603.0,1,1,88.59,3.84,74.07
ARTVENTURE COVE,37440.0,1,1,77.68,5.0,67.68
ARTZ GRAINE PTE. LTD.,3200.0,1,1,77.64,4.87,69.11
ARTZ JOHAN,3200.0,1,1,85.31,3.5,82.34
ARUP SINGAPORE PRIVATE LIMITED,56545704.59,29,11,100.0,4.72,79.32
ARYAN SEARCH PTE. LTD.,1.0,1,1,85.92,3.71,82.92
ARYZTA FOOD SOLUTIONS SINGAPORE PTE. LTD.,15150.0,1,1,75.97,2.98,80.14
AS-1 LOGISTICS PTE. LTD.,1053573.99,10,2,86.03,3.85,85.04
ASA CONTRACTS PTE. LTD.,29647789.0,36,12,85.82,4.34,86.78
ASATSU-DK SINGAPORE PTE. LTD.,7555254.71,8,5,66.42,3.82,60.58
ASC MARKETING PTE. LTD.,55352.5,1,1,87.57,3.92,69.46
ASC PROCESS SYSTEMS LIMITED,390541.0,1,1,86.15,4.79,75.69
ASCEND COM PTE. LTD.,805057.0,4,3,93.57,4.16,77.77
ASCENDAS SERVICES PTE LTD,10850000.0,1,1,100.0,3.59,71.3
ASCENDO CONSULTING PTE. LTD.,86400.0,1,1,97.01,4.52,87.12
ASCENDZE PTE. LTD.,88600.0,1,1,85.85,4.22,97.8
